Product_titer_(UFC/ml),Recovery_Yield_(%),Optimal_concentration_of_agent_(UFC/ml),Final_batch_duration_(days),Material_Discount,CoG_($),Microorganism
3163060130,0.901545197,1000000,3.75,0.062566439,0.338068494,B thuringiensis (Fed-batch)
3605663694,0.901617477,1000000,3.75,0.098107185,0.294294071,B thuringiensis (Fed-batch)
3529105724,0.869818106,1000000,3.75,0.041582262,0.315463718,B thuringiensis (Fed-batch)
3311604702,0.824876298,1000000,3.75,0.11406488,0.349033439,B thuringiensis (Fed-batch)
3225822444,0.839242912,1000000,3.75,0.065955761,0.355841734,B thuringiensis (Fed-batch)
3613976538,0.836783168,1000000,3.75,0.088164555,0.317043959,B thuringiensis (Fed-batch)
3284532966,0.797799792,1000000,3.75,0.077301847,0.366743625,B thuringiensis (Fed-batch)
3427686606,0.838416065,1000000,3.75,0.130498942,0.330589411,B thuringiensis (Fed-batch)
3822881647,0.800763466,1000000,3.75,0.083488159,0.313515313,B thuringiensis (Fed-batch)
3521840846,0.849696454,1000000,3.75,0.093676725,0.320014453,B thuringiensis (Fed-batch)
3607461698,0.867529203,1000000,3.75,0.050442353,0.308842758,B thuringiensis (Fed-batch)
3235542908,0.91402588,1000000,3.75,0.056013656,0.326438697,B thuringiensis (Fed-batch)
3614757320,0.861512156,1000000,3.75,0.123396187,0.305546545,B thuringiensis (Fed-batch)
3693680048,0.865464769,1000000,3.75,0.084380362,0.300166363,B thuringiensis (Fed-batch)
3820859972,0.849623325,1000000,3.75,0.082557479,0.295701178,B thuringiensis (Fed-batch)
3613039341,0.893314707,1000000,3.75,0.116215344,0.295267303,B thuringiensis (Fed-batch)
3253474292,0.841547021,1000000,3.75,0.054499906,0.352713251,B thuringiensis (Fed-batch)
3823224892,0.784296661,1000000,3.75,0.097656298,0.319095734,B thuringiensis (Fed-batch)
3069618625,0.873969845,1000000,3.75,0.116966154,0.355174009,B thuringiensis (Fed-batch)
3619256940,0.838592211,1000000,3.75,0.050477635,0.318456229,B thuringiensis (Fed-batch)
3348443689,0.849971359,1000000,3.75,0.081204121,0.337380065,B thuringiensis (Fed-batch)
3212605486,0.792295394,1000000,3.75,0.036744764,0.38084185,B thuringiensis (Fed-batch)
3080061635,0.831428567,1000000,3.75,0.097762656,0.37362585,B thuringiensis (Fed-batch)
3632393230,0.763077899,1000000,3.75,0.012712897,0.351511571,B thuringiensis (Fed-batch)
3591434450,0.78995339,1000000,3.75,0.089688989,0.337836114,B thuringiensis (Fed-batch)
3394375060,0.844242971,1000000,3.75,0.058828267,0.336681393,B thuringiensis (Fed-batch)
3417754706,0.844244377,1000000,3.75,0.098463969,0.33154816,B thuringiensis (Fed-batch)
3334756865,0.879469021,1000000,3.75,0.110450457,0.325348367,B thuringiensis (Fed-batch)
3704993560,0.834853772,1000000,3.75,0.091685173,0.309735695,B thuringiensis (Fed-batch)
3402543038,0.798767055,1000000,3.75,0.086860377,0.352870738,B thuringiensis (Fed-batch)
3370471200,0.911815869,1000000,3.75,0.11070573,0.310464289,B thuringiensis (Fed-batch)
3390131443,0.858199034,1000000,3.75,0.035594462,0.333265824,B thuringiensis (Fed-batch)
3170987896,0.818939068,1000000,3.75,0.052036777,0.372074136,B thuringiensis (Fed-batch)
3445033164,0.903283508,1000000,3.75,0.093939485,0.307723803,B thuringiensis (Fed-batch)
3715213343,0.82156101,1000000,3.75,0.074490842,0.315041765,B thuringiensis (Fed-batch)
3528080903,0.827794302,1000000,3.75,0.112084093,0.326602269,B thuringiensis (Fed-batch)
3263648463,0.790565527,1000000,3.75,0.079905497,0.372260052,B thuringiensis (Fed-batch)
3437390313,0.810923659,1000000,3.75,0.080107181,0.344556204,B thuringiensis (Fed-batch)
3738537811,0.921537361,1000000,3.75,0.0828244,0.27861276,B thuringiensis (Fed-batch)
3457169041,0.845897953,1000000,3.75,0.084393256,0.328118637,B thuringiensis (Fed-batch)
3502332751,0.804292862,1000000,3.75,0.055342614,0.342766091,B thuringiensis (Fed-batch)
3715423034,0.75774072,1000000,3.75,0.054545743,0.343016018,B thuringiensis (Fed-batch)
3734147318,0.838835841,1000000,3.75,0.075594309,0.306916766,B thuringiensis (Fed-batch)
3807401770,0.827601406,1000000,3.75,0.057408196,0.306286687,B thuringiensis (Fed-batch)
3353252831,0.751122473,1000000,3.75,0.079627291,0.381361227,B thuringiensis (Fed-batch)
3034271489,0.778505062,1000000,3.75,0.076982734,0.406859017,B thuringiensis (Fed-batch)
3303326626,0.845662181,1000000,3.75,0.09132847,0.342984117,B thuringiensis (Fed-batch)
3040296509,0.830192219,1000000,3.75,0.048093975,0.38312982,B thuringiensis (Fed-batch)
963918200.2,0.833282995,100000000,3.583333333,0.101433037,95.56582138,M. guilliermondii
963129374.9,0.839296214,100000000,3.583333333,0.068601176,95.09857677,M. guilliermondii
982130390.3,0.839943245,100000000,3.583333333,0.096245257,93.07159898,M. guilliermondii
886926540.3,0.816112788,100000000,3.583333333,0.077012339,106.1628478,M. guilliermondii
1009264133,0.838399226,100000000,3.583333333,0.075776169,90.81941942,M. guilliermondii
1173887682,0.929293628,100000000,3.583333333,0.020073554,70.62144532,M. guilliermondii
1053262893,0.80896543,100000000,3.583333333,0.059578291,90.2573344,M. guilliermondii
1235037679,0.74848562,100000000,3.583333333,0.124161661,82.9524051,M. guilliermondii
860717052.6,0.751229157,100000000,3.583333333,0.060004073,118.9345776,M. guilliermondii
983532974.1,0.845314366,100000000,3.583333333,0.022547368,92.6533124,M. guilliermondii
766724083.7,0.824415471,100000000,3.583333333,0.102780341,121.4293951,M. guilliermondii
1135560598,0.876316157,100000000,3.583333333,0.092550185,77.16796288,M. guilliermondii
756201657.8,0.906961605,100000000,3.583333333,0.093470941,111.9602158,M. guilliermondii
1206576882,0.884253931,100000000,3.583333333,0.073742441,72.03473619,M. guilliermondii
899039211.3,0.83143552,100000000,3.583333333,0.080743684,102.7852099,M. guilliermondii
1063767185,0.855347569,100000000,3.583333333,0.08587836,84.42066206,M. guilliermondii
810358647.3,0.845567058,100000000,3.583333333,0.006463618,112.5005536,M. guilliermondii
736337146.8,0.815185789,100000000,3.583333333,0.070785255,128.0554734,M. guilliermondii
848670026.2,0.763735162,100000000,3.583333333,0.085842111,118.5105527,M. guilliermondii
1166052987,0.791631457,100000000,3.583333333,0.140783487,83.0094089,M. guilliermondii
1065863536,0.814979601,100000000,3.583333333,0.094780489,88.39270572,M. guilliermondii
742412215.6,0.86232545,100000000,3.583333333,0.089295304,119.9651729,M. guilliermondii
1071966717,0.893464149,100000000,3.583333333,0.092814136,80.17603998,M. guilliermondii
804652542.6,0.909693515,100000000,3.583333333,0.063588857,105.043174,M. guilliermondii
1112013477,0.822939164,100000000,3.583333333,0.054130699,84.05766006,M. guilliermondii
940669675.6,0.839941982,100000000,3.583333333,0.066291696,97.30437419,M. guilliermondii
818528056,0.77045262,100000000,3.583333333,0.07162806,121.880876,M. guilliermondii
1117118959,0.831724786,100000000,3.583333333,0.06577579,82.74652358,M. guilliermondii
801178266.5,0.887732261,100000000,3.583333333,0.090684949,107.9775077,M. guilliermondii
627722154.8,0.879359995,100000000,3.583333333,0.1109536,139.0003119,M. guilliermondii
1128785269,0.806722229,100000000,3.583333333,0.065563568,84.4301557,M. guilliermondii
927925600.5,0.789605525,100000000,3.583333333,0.092967185,104.8037255,M. guilliermondii
1057560180,0.894466012,100000000,3.583333333,0.073233407,81.24842156,M. guilliermondii
768028852.4,0.816302168,100000000,3.583333333,0.086030836,122.519867,M. guilliermondii
670988561.5,0.815398778,100000000,3.583333333,0.131341213,140.1094925,M. guilliermondii
1164715061,0.888732388,100000000,3.583333333,0.092196092,74.18641098,M. guilliermondii
906641678.1,0.735780402,100000000,3.583333333,0.063623936,115.2621576,M. guilliermondii
1153262330,0.805975912,100000000,3.583333333,0.086022766,82.63898798,M. guilliermondii
979377120.5,0.855478435,100000000,3.583333333,0.089106488,91.66766104,M. guilliermondii
1075384845,0.923062668,100000000,3.583333333,0.110657266,77.29663858,M. guilliermondii
863222561.4,0.767206189,100000000,3.583333333,0.096807129,115.9285628,M. guilliermondii
887483994.6,0.829424614,100000000,3.583333333,0.079909554,104.3798354,M. guilliermondii
965796018.9,0.79983285,100000000,3.583333333,0.100553318,99.37285609,M. guilliermondii
908748473.3,0.829902179,100000000,3.583333333,0.077207294,101.891042,M. guilliermondii
1211322130,0.832459554,100000000,3.583333333,0.098279932,76.13316327,M. guilliermondii
941486257.9,0.855740601,100000000,3.583333333,0.08492587,95.34553767,M. guilliermondii
1033854080,0.708040871,100000000,3.583333333,0.128863427,104.732978,M. guilliermondii
809938399.8,0.9020214,100000000,3.583333333,0.097280439,105.0865877,M. guilliermondii
1039321978,0.772377442,100000000,3.583333333,0.094995143,95.64910297,M. guilliermondii
1216621977,0.817900142,100000000,3.583333333,0.107661579,77.11841551,M. guilliermondii
1170791774,0.843952167,100000000,3.583333333,0.09058367,77.72288931,M. guilliermondii
961367527.5,0.912692101,100000000,3.583333333,0.051439124,87.67860186,M. guilliermondii
989408996.9,0.8663274,100000000,3.583333333,0.122382759,89.46834544,M. guilliermondii
1038542656,0.780379233,100000000,3.583333333,0.071584478,94.83876237,M. guilliermondii
903342114.8,0.789915596,100000000,3.583333333,0.072639137,107.7115987,M. guilliermondii
923765277.7,0.85685157,100000000,3.583333333,0.106077309,96.95666173,M. guilliermondii
1255538407,0.85806857,100000000,3.583333333,0.049894695,71.41432808,M. guilliermondii
964705527.9,0.717952589,100000000,3.583333333,0.056133425,111.0518102,M. guilliermondii
1094249553,0.812938202,100000000,3.583333333,0.077291708,86.38355072,M. guilliermondii
1047319207,0.840121013,100000000,3.583333333,0.07330382,87.34973277,M. guilliermondii
1222679603,0.781335121,100000000,3.583333333,0.091149063,80.38692533,M. guilliermondii
1128140326,0.798865595,100000000,3.583333333,0.064302215,85.31406169,M. guilliermondii
839695201.6,0.799006943,100000000,3.583333333,0.08989818,114.4689091,M. guilliermondii
941966832.8,0.758665953,100000000,3.583333333,0.086648674,107.4822572,M. guilliermondii
980919360.2,0.83243903,100000000,3.583333333,0.101098099,94.00610869,M. guilliermondii
1059328980,0.914772582,100000000,3.583333333,0.117568756,79.15477216,M. guilliermondii
1035237171,0.79580394,100000000,3.583333333,0.008364568,93.56150436,M. guilliermondii
1138762469,0.859558244,100000000,3.583333333,0.114065017,78.37560135,M. guilliermondii
925887913.4,0.832894953,100000000,3.583333333,0.091568242,99.58149233,M. guilliermondii
865588680,0.762341401,100000000,3.583333333,0.054928392,116.5677757,M. guilliermondii
1239026031,0.800053263,100000000,3.583333333,0.087993166,77.48140692,M. guilliermondii
1063255735,0.823235292,100000000,3.583333333,0.052763563,87.88604452,M. guilliermondii
981614569.1,0.829044248,100000000,3.583333333,0.092690113,94.35974125,M. guilliermondii
752787315,0.843812137,100000000,3.583333333,0.147857076,120.5903721,M. guilliermondii
706427228.4,0.832113302,100000000,3.583333333,0.074680648,130.7392032,M. guilliermondii
616986758.9,0.776151543,100000000,3.583333333,0.056724867,160.6136001,M. guilliermondii
925880756.5,0.820799939,100000000,3.583333333,0.082909086,101.0888716,M. guilliermondii
966674658.8,0.87869728,100000000,3.583333333,0.090490668,90.41253069,M. guilliermondii
944494929,0.717806277,100000000,3.583333333,0.01270756,113.6716231,M. guilliermondii
994432741.2,0.777689517,100000000,3.583333333,0.104870747,99.23999083,M. guilliermondii
854194427.2,0.776883546,100000000,3.583333333,0.128577414,115.5297792,M. guilliermondii
916397885.4,0.825839762,100000000,3.583333333,0.122514777,101.3315935,M. guilliermondii
826659686.6,0.857065887,100000000,3.583333333,0.047630556,108.6026321,M. guilliermondii
982912774.2,0.872476331,100000000,3.583333333,0.098127,89.52225469,M. guilliermondii
806871651.8,0.875594843,100000000,3.583333333,0.07971585,108.755235,M. guilliermondii
1159437546,0.840984898,100000000,3.583333333,0.064485102,78.85302325,M. guilliermondii
830366102.4,0.830291844,100000000,3.583333333,0.09756415,111.3551265,M. guilliermondii
1180455522,0.864862148,100000000,3.583333333,0.110307762,75.15640442,M. guilliermondii
823458367.7,0.771300763,100000000,3.583333333,0.087758298,120.9305396,M. guilliermondii
940477685.8,0.731820295,100000000,3.583333333,0.099966636,111.5349289,M. guilliermondii
984508732.3,0.834823846,100000000,3.583333333,0.078293064,93.49127277,M. guilliermondii
758486533.1,0.82217925,100000000,3.583333333,0.070174784,123.2619225,M. guilliermondii
894736793.2,0.90710191,100000000,3.583333333,0.105153825,94.56087586,M. guilliermondii
794242743.3,0.834971255,100000000,3.583333333,0.075556558,115.8814496,M. guilliermondii
1075911945,0.850202879,100000000,3.583333333,0.10423004,83.90378415,M. guilliermondii
961137141,0.87035086,100000000,3.583333333,0.062900738,91.91893231,M. guilliermondii
963219566,0.829202555,100000000,3.583333333,0.068924927,96.24577856,M. guilliermondii
1265480692,0.863140942,100000000,3.583333333,0.063981471,70.39251015,M. guilliermondii
1162735771,0.775866758,100000000,3.583333333,0.089578175,85.13297615,M. guilliermondii
1213727163,0.848508175,100000000,3.583333333,0.063353121,74.66185927,M. guilliermondii
948158342,0.845518162,100000000,3.583333333,0.097735567,95.76425886,M. guilliermondii
1037148566,0.825997268,100000000,3.583333333,0.081345339,89.68226171,M. guilliermondii
1005072904,0.832574684,100000000,3.583333333,0.097360064,91.74740827,M. guilliermondii
1082983071,0.939452925,100000000,3.583333333,0.09265624,75.47609384,M. guilliermondii
925451694.6,0.758820152,100000000,3.583333333,0.126143705,109.1846075,M. guilliermondii
1081521589,0.895215377,100000000,3.583333333,0.099730778,79.28767883,M. guilliermondii
906189631.8,0.759533874,100000000,3.583333333,0.09591349,111.5517755,M. guilliermondii
905345553,0.713486772,100000000,3.583333333,0.085751001,118.9159602,M. guilliermondii
724063202.8,0.845447413,100000000,3.583333333,0.027292954,125.8093706,M. guilliermondii
1050362300,0.718693772,100000000,3.583333333,0.095414044,101.711354,M. guilliermondii
632092556.3,0.763016463,100000000,3.583333333,0.10627325,159.1206285,M. guilliermondii
917588226.1,0.769594304,100000000,3.583333333,0.082186217,108.7927874,M. guilliermondii
1041702475,0.902292655,100000000,3.583333333,0.079556761,81.74661893,M. guilliermondii
1047206546,0.880762551,100000000,3.583333333,0.094578969,83.24870842,M. guilliermondii
1036964901,0.884541054,100000000,3.583333333,0.054535865,83.86198863,M. guilliermondii
849765455.6,0.906308166,100000000,3.583333333,0.102978553,99.66214864,M. guilliermondii
1265274975,0.735829269,100000000,3.583333333,0.07039148,82.56141617,M. guilliermondii
923747511.8,0.774804327,100000000,3.583333333,0.091840462,107.2943024,M. guilliermondii
1225293220,0.846054348,100000000,3.583333333,0.114018352,74.00344852,M. guilliermondii
1064089322,0.821168214,100000000,3.583333333,0.052927732,88.0376069,M. guilliermondii
1080862420,0.814261061,100000000,3.583333333,0.039459635,87.45927512,M. guilliermondii
1115165536,0.749475694,100000000,3.583333333,0.029169775,92.13884431,M. guilliermondii
961831721.3,0.777138973,100000000,3.583333333,0.089177512,102.7486215,M. guilliermondii
1240253684,0.929298064,100000000,3.583333333,0.048778634,66.75648587,M. guilliermondii
802466774.8,0.832771533,100000000,3.583333333,0.064865599,115.0518432,M. guilliermondii
1019978035,0.834406106,100000000,3.583333333,0.10026734,90.19650172,M. guilliermondii
948269912.7,0.833552141,100000000,3.583333333,0.081234799,97.19939049,M. guilliermondii
708840497,0.731400172,100000000,3.583333333,0.015106767,148.63081,M. guilliermondii
1232245088,0.871303119,100000000,3.583333333,0.058519329,71.63140335,M. guilliermondii
1228615226,0.828137739,100000000,3.583333333,0.094594617,75.4657546,M. guilliermondii
1041139422,0.868599063,100000000,3.583333333,0.098574181,84.89120416,M. guilliermondii
1188203882,0.834608245,100000000,3.583333333,0.072630213,77.50361401,M. guilliermondii
798209459.7,0.859809084,100000000,3.583333333,0.087687335,111.9138611,M. guilliermondii
1000252755,0.8382686,100000000,3.583333333,0.055328363,91.73580133,M. guilliermondii
805021328.4,0.847994978,100000000,3.583333333,0.113092368,112.3848104,M. guilliermondii
818066022.9,0.74866814,100000000,3.583333333,0.098263939,125.348538,M. guilliermondii
917179602.6,0.85350981,100000000,3.583333333,0.089681531,98.10724465,M. guilliermondii
972458085.5,0.849699708,100000000,3.583333333,0.084398931,92.96733558,M. guilliermondii
987076341,0.838820928,100000000,3.583333333,0.008221069,93.0949065,M. guilliermondii
918530673.3,0.878419271,100000000,3.583333333,0.094912613,95.16268381,M. guilliermondii
1313269158,0.76912488,100000000,3.583333333,0.095328927,76.01573404,M. guilliermondii
1028420992,0.812103349,100000000,3.583333333,0.006926412,92.29725409,M. guilliermondii
1101380703,0.852111086,100000000,3.583333333,0.084891142,81.85090628,M. guilliermondii
985827484.5,0.839635984,100000000,3.583333333,0.072465114,92.85532977,M. guilliermondii
765607766.1,0.729738531,100000000,3.583333333,0.09209487,137.4495812,M. guilliermondii
847799208.6,0.88726316,100000000,3.583333333,0.08029838,102.1412195,M. guilliermondii
1060890456,0.872246979,100000000,3.583333333,0.04956291,83.14454827,M. guilliermondii
1118978126,0.824186306,100000000,3.583333333,0.113373427,83.18706833,M. guilliermondii
984423673.8,0.846866001,100000000,3.583333333,0.105463858,92.05769181,M. guilliermondii
1006888811,0.849782741,100000000,3.583333333,0.067807801,89.8462406,M. guilliermondii
1004816794,0.882482286,100000000,3.583333333,0.107172086,86.54274929,M. guilliermondii
598867439,0.899583757,100000000,3.583333333,0.041698684,142.8644542,M. guilliermondii
1033399191,0.800374926,100000000,3.583333333,0.090611984,92.85050908,M. guilliermondii
1011788463,0.800341205,100000000,3.583333333,0.025201317,95.11559826,M. guilliermondii
850549611.2,0.832538141,100000000,3.583333333,0.055301125,108.6246909,M. guilliermondii
1145514521,0.829143092,100000000,3.583333333,0.090799315,80.85598105,M. guilliermondii
1185307904,0.832583301,100000000,3.583333333,0.085763745,77.83614547,M. guilliermondii
1022006790,0.727311234,100000000,3.583333333,0.065716606,103.432232,M. guilliermondii
607165118.4,0.860824415,100000000,3.583333333,0.081597054,146.9940817,M. guilliermondii
833742106,0.846631867,100000000,3.583333333,0.077136337,108.8633355,M. guilliermondii
998875474.6,0.781248305,100000000,3.583333333,0.096994986,98.38326659,M. guilliermondii
1025926947,0.830913208,100000000,3.583333333,0.097753116,90.06059717,M. guilliermondii
1079065669,0.767850811,100000000,3.583333333,0.057250707,92.82602377,M. guilliermondii
1121218383,0.864582409,100000000,3.583333333,0.088796563,79.22907675,M. guilliermondii
1164268230,0.80928861,100000000,3.583333333,0.028071761,81.73432518,M. guilliermondii
666622083.1,0.841179334,100000000,3.583333333,0.023402457,137.3672639,M. guilliermondii
1141508257,0.874625257,100000000,3.583333333,0.076194029,76.97066392,M. guilliermondii
1259634886,0.80226916,100000000,3.583333333,0.075071271,76.04722242,M. guilliermondii
1061249089,0.789644741,100000000,3.583333333,0.078226387,91.69332247,M. guilliermondii
994878517.6,0.810010267,100000000,3.583333333,0.101684239,95.25106279,M. guilliermondii
791983227.3,0.801573135,100000000,3.583333333,0.059640323,121.1403733,M. guilliermondii
1217872458,0.845218923,100000000,3.583333333,0.098606682,74.57946924,M. guilliermondii
1039751258,0.879762573,100000000,3.583333333,0.094725465,83.94037508,M. guilliermondii
1074018380,0.847326667,100000000,3.583333333,0.102704753,84.34278812,M. guilliermondii
1199813599,0.848591351,100000000,3.583333333,0.098403697,75.40182866,M. guilliermondii
926514384.7,0.93588379,100000000,3.583333333,0.086260255,88.58423685,M. guilliermondii
1078628808,0.815968047,100000000,3.583333333,0.028786652,87.498764,M. guilliermondii
1155692701,0.865539187,100000000,3.583333333,0.041327886,76.94396904,M. guilliermondii
1091554013,0.738764297,100000000,3.583333333,0.128008502,95.07504914,M. guilliermondii
1122349566,0.839845755,100000000,3.583333333,0.092198742,81.46805235,M. guilliermondii
958896442.1,0.779692106,100000000,3.583333333,0.070576751,102.8112562,M. guilliermondii
1291483054,0.782285308,100000000,3.583333333,0.049750308,76.15286891,M. guilliermondii
1286739180,0.754918263,100000000,3.583333333,0.14391986,78.87094253,M. guilliermondii
864457176.4,0.841386916,100000000,3.583333333,0.088225651,105.597362,M. guilliermondii
648787099.1,0.862315183,100000000,3.583333333,0.093943121,137.25015,M. guilliermondii
1041763243,0.81138659,100000000,3.583333333,0.104927559,90.79677306,M. guilliermondii
1157887008,0.897051761,100000000,3.583333333,0.126015241,73.81979718,M. guilliermondii
861908932.9,0.874896769,100000000,3.583333333,0.080755339,101.88715,M. guilliermondii
1112013639,0.847787296,100000000,3.583333333,0.037095427,81.65613677,M. guilliermondii
792372637.3,0.909521426,100000000,3.583333333,0.082700148,106.6000434,M. guilliermondii
1025471241,0.821172841,100000000,3.583333333,0.084105403,91.2251091,M. guilliermondii
993283608.9,0.842232894,100000000,3.583333333,0.131968138,91.62944275,M. guilliermondii
634407474.8,0.931281372,100000000,3.583333333,0.091760736,129.9793388,M. guilliermondii
828487235.8,0.778155742,100000000,3.583333333,0.094240968,119.1030607,M. guilliermondii
1095839929,0.798386905,100000000,3.583333333,0.120140539,87.6618174,M. guilliermondii
597632050.9,0.817827035,100000000,3.583333333,0.04879049,157.4212842,M. guilliermondii
1109658480,0.844760503,100000000,3.583333333,0.101464015,81.88639598,M. guilliermondii
861605790.3,0.873059983,100000000,3.583333333,0.075145509,102.1630851,M. guilliermondii
1292651422,0.804793546,100000000,3.583333333,0.080579174,73.85418697,M. guilliermondii
1077370461,0.84302581,100000000,3.583333333,0.080201452,84.5945617,M. guilliermondii
1277285768,0.874910709,100000000,3.583333333,0.096445062,68.70377063,M. guilliermondii
871635040.5,0.865487397,100000000,3.583333333,0.078808954,101.8544552,M. guilliermondii
1153067170,0.831076586,100000000,3.583333333,0.091573472,80.13671208,M. guilliermondii
967717920.1,0.883152951,100000000,3.583333333,0.011610199,90.1769435,M. guilliermondii
944905946.6,0.81837753,100000000,3.583333333,0.067539855,99.41507847,M. guilliermondii
1072607748,0.923897959,100000000,3.583333333,0.075346692,77.54929283,M. guilliermondii
816517926.4,0.836309582,100000000,3.583333333,0.105009483,112.3913473,M. guilliermondii
1046080684,0.870921924,100000000,3.583333333,0.066189053,84.38716265,M. guilliermondii
1179606063,0.821627927,100000000,3.583333333,0.041789543,79.41134279,M. guilliermondii
1147308828,0.794762208,100000000,3.583333333,0.094664578,84.20724988,M. guilliermondii
972988395.4,0.863253893,100000000,3.583333333,0.051363717,91.59306985,M. guilliermondii
1232788128,0.802464495,100000000,3.583333333,0.087651914,77.64065644,M. guilliermondii
975796809.1,0.822734413,100000000,3.583333333,0.094545335,95.64236143,M. guilliermondii
818566487.2,0.909616518,100000000,3.583333333,0.061738302,103.2749476,M. guilliermondii
628885843.2,0.737919536,100000000,3.583333333,0.085640925,165.5243002,M. guilliermondii
1259631575,0.779039101,100000000,3.583333333,0.07116706,78.32875804,M. guilliermondii
734614099.2,0.864847307,100000000,3.583333333,0.069975011,120.9897307,M. guilliermondii
899224279.3,0.889715772,100000000,3.583333333,0.036872649,96.22121973,M. guilliermondii
998579816.5,0.816870674,100000000,3.583333333,0.043758023,94.34533332,M. guilliermondii
968523836.8,0.856752803,100000000,3.583333333,0.111539873,92.46399871,M. guilliermondii
1120329998,0.795007614,100000000,3.583333333,0.103050605,86.17604452,M. guilliermondii
959559960.6,0.739258943,100000000,3.583333333,0.086926654,108.2801558,M. guilliermondii
872688793.2,0.844121109,100000000,3.583333333,0.085634855,104.274603,M. guilliermondii
788165076,0.824934345,100000000,3.583333333,0.090807198,118.1151241,M. guilliermondii
953072672.6,0.794148842,100000000,3.583333333,0.097934409,101.4321122,M. guilliermondii
1139021192,0.857686047,100000000,3.583333333,0.095456049,78.594377,M. guilliermondii
836618973.3,0.837875494,100000000,3.583333333,0.113689069,109.4433719,M. guilliermondii
1231765427,0.919165415,100000000,3.583333333,0.036226011,67.99563551,M. guilliermondii
1177826042,0.818725044,100000000,3.583333333,0.083339747,79.66510234,M. guilliermondii
1009048827,0.788169778,100000000,3.583333333,0.070802423,96.64940019,M. guilliermondii
1123769274,0.805981826,100000000,3.583333333,0.099979371,84.75419223,M. guilliermondii
1041920298,0.822518926,100000000,3.583333333,0.074728345,89.67562315,M. guilliermondii
1030927536,0.84084655,100000000,3.583333333,0.093587524,88.58151404,M. guilliermondii
1084633108,0.900220819,100000000,3.583333333,0.022319439,78.89339339,M. guilliermondii
1181395103,0.806898663,100000000,3.583333333,0.080366375,80.59925191,M. guilliermondii
683292639.5,0.762100517,100000000,3.583333333,0.067208227,147.6325037,M. guilliermondii
1211458807,0.832059629,100000000,3.583333333,0.077589074,76.23178289,M. guilliermondii
759019967.4,0.837861115,100000000,3.583333333,0.086187377,120.7832528,M. guilliermondii
1088694562,0.79094668,100000000,3.583333333,0.088416804,89.19393557,M. guilliermondii
935428752.2,0.846013529,100000000,3.583333333,0.06860353,97.13725838,M. guilliermondii
995941543.7,0.886624358,100000000,3.583333333,0.092631418,86.96271349,M. guilliermondii
1036989391,0.830028103,100000000,3.583333333,0.083292877,89.25265569,M. guilliermondii
1286632679,0.91954041,100000000,3.583333333,0.082639324,64.93451055,M. guilliermondii
932145973.5,0.786887317,100000000,3.583333333,0.091099787,104.6983692,M. guilliermondii
867397728,0.838099262,100000000,3.583333333,0.137675276,105.4181808,M. guilliermondii
847390056.1,0.876529283,100000000,3.583333333,0.071291866,103.4836685,M. guilliermondii
947135525.8,0.762120194,100000000,3.583333333,0.088623938,106.401797,M. guilliermondii
980691924.7,0.875019314,100000000,3.583333333,0.019955212,89.77763551,M. guilliermondii
819208907.8,0.73406951,100000000,3.583333333,0.071675745,127.8151384,M. guilliermondii
917777002.7,0.816086446,100000000,3.583333333,0.065754939,102.6492764,M. guilliermondii
1122772370,0.811468209,100000000,3.583333333,0.026913279,84.53181721,M. guilliermondii
1239764748,0.796324225,100000000,3.583333333,0.100175798,77.75539966,M. guilliermondii
909345545.4,0.817937791,100000000,3.583333333,0.075642442,103.3208122,M. guilliermondii
1031867645,0.835622203,100000000,3.583333333,0.12888437,88.91328423,M. guilliermondii
791798945.9,0.875629032,100000000,3.583333333,0.044115354,110.9978335,M. guilliermondii
1233826542,0.756032711,100000000,3.583333333,0.092066512,82.32332181,M. guilliermondii
1135287632,0.84010174,100000000,3.583333333,0.095991743,80.5013956,M. guilliermondii
875964341.2,0.820489104,100000000,3.583333333,0.130811482,106.6605485,M. guilliermondii
1168594989,0.869646647,100000000,3.583333333,0.079577567,75.60554808,M. guilliermondii
1059111212,0.889666432,100000000,3.583333333,0.092110481,81.49818846,M. guilliermondii
776424082.2,0.868932019,100000000,3.583333333,0.034325592,114.1181723,M. guilliermondii
816736052.3,0.86127532,100000000,3.583333333,0.071583123,109.2678047,M. guilliermondii
1172906454,0.919347091,100000000,3.583333333,0.091069986,71.21870753,M. guilliermondii
822719536.1,0.831739156,100000000,3.583333333,0.088186775,112.2416663,M. guilliermondii
933682980.9,0.830106846,100000000,3.583333333,0.073621666,99.16145238,M. guilliermondii
1085285201,0.814428127,100000000,3.583333333,0.077231125,86.93796988,M. guilliermondii
974501010.5,0.829263399,100000000,3.583333333,0.119276931,94.91023063,M. guilliermondii
1017490391,0.934539752,100000000,3.583333333,0.083270839,80.79055473,M. guilliermondii
1067834197,0.880732892,100000000,3.583333333,0.024148079,81.9009679,M. guilliermondii
1178050442,0.859141279,100000000,3.583333333,0.090185443,75.87971782,M. guilliermondii
1098022773,0.825064337,100000000,3.583333333,0.12035363,84.65793714,M. guilliermondii
759032667.7,0.813784937,100000000,3.583333333,0.084979466,124.3613244,M. guilliermondii
605388927.7,0.816573487,100000000,3.583333333,0.038801956,155.7123201,M. guilliermondii
1077346042,0.848031936,100000000,3.583333333,0.083183279,84.0858582,M. guilliermondii
764612098.7,0.793752926,100000000,3.583333333,0.096493654,126.5041951,M. guilliermondii
