#,Product_titer_(UFC/ml),Recovery_Yield_(%),Optimal_concentration_of_agent_(UFC/ml),Final_batch_duration_(days),Material_Discount,TOTAL_Production_cost_per_dosis
164,13028898369,0.85,1000000,2.541666667,0.10,0.097388056
165,9375012792,0.82,1000000,2.541666667,0.10,0.140685143
166,13715669773,0.77,1000000,2.541666667,0.10,0.102097205
167,10831613085,0.87,1000000,2.541666667,0.07,0.116938983
168,10179125676,0.80,1000000,2.541666667,0.03,0.138177448
169,12784880732,0.71,1000000,2.541666667,0.06,0.122384043
170,13523225050,0.88,1000000,2.541666667,0.10,0.09137555
171,12462502871,0.85,1000000,2.541666667,0.06,0.105143855
172,12878720101,0.86,1000000,2.541666667,0.09,0.098297826
173,13465554041,0.86,1000000,2.541666667,0.11,0.093151942
174,12468203029,0.83,1000000,2.541666667,0.05,0.107640942
175,10389746252,0.84,1000000,2.541666667,0.13,0.122209669
176,10977530756,0.85,1000000,2.541666667,0.08,0.118036942
177,10930726915,0.84,1000000,2.541666667,0.13,0.116451328
178,12877634217,0.78,1000000,2.541666667,0.05,0.111189518
179,12820570664,0.73,1000000,2.541666667,0.09,0.11616599
180,14856138206,0.72,1000000,2.541666667,0.07,0.102835574
181,10585272286,0.91,1000000,2.541666667,0.09,0.11248311
182,12407460649,0.84,1000000,2.541666667,0.09,0.105405257
183,13430918921,0.74,1000000,2.541666667,0.13,0.107493406
184,13522127535,0.79,1000000,2.541666667,0.07,0.103754144
185,10090279603,0.79,1000000,2.541666667,0.10,0.13585421
186,10991513722,0.90,1000000,2.541666667,0.02,0.114022268
187,12736825695,0.86,1000000,2.541666667,0.09,0.09917405
188,13631723332,0.84,1000000,2.541666667,0.07,0.095874121
189,10724004990,0.84,1000000,2.541666667,0.10,0.11947387
190,12849649374,0.86,1000000,2.541666667,0.08,0.099081315
191,12219705691,0.74,1000000,2.541666667,0.08,0.120625353
192,11179072788,0.93,1000000,2.541666667,0.03,0.109117425
193,13923286672,0.77,1000000,2.541666667,0.10,0.101434583
194,10906187023,0.84,1000000,2.541666667,0.04,0.121724242
195,10759562704,0.85,1000000,2.541666667,0.03,0.123390131
196,10775827692,0.77,1000000,2.541666667,0.12,0.129122614
197,12644983605,0.71,1000000,2.541666667,0.05,0.123362758
198,10549092495,0.83,1000000,2.541666667,0.09,0.12455006
199,11133822315,0.87,1000000,2.541666667,0.11,0.111720204
200,9872090475,0.90,1000000,2.541666667,0.07,0.123817871
201,10433244484,0.88,1000000,2.541666667,0.04,0.12207901
202,12160339541,0.83,1000000,2.541666667,0.01,0.113177362
203,11971540958,0.85,1000000,2.541666667,0.04,0.109783712
204,12816527978,0.87,1000000,2.541666667,0.07,0.098942917
205,10639356839,0.79,1000000,2.541666667,0.13,0.126003204
206,12181601702,0.87,1000000,2.541666667,0.09,0.103145854
207,13714023872,0.84,1000000,2.541666667,0.10,0.094299708
208,11097887689,0.84,1000000,2.541666667,0.07,0.119033371
209,12751546234,0.89,1000000,2.541666667,0.06,0.097094786
210,13036296511,0.84,1000000,2.541666667,0.02,0.103784141
211,9585778841,0.82,1000000,2.541666667,0.04,0.14209765
212,11178289777,0.88,1000000,2.541666667,0.10,0.110046653
213,10905530346,0.91,1000000,2.541666667,0.00,0.115410693
214,14371392941,0.75,1000000,2.541666667,0.08,0.102322745
215,13396616802,0.75,1000000,2.541666667,0.08,0.10825474
216,10933638840,0.85,1000000,2.541666667,0.09,0.117248948
217,14892340147,0.87,1000000,2.541666667,0.11,0.083267666
218,12922567945,0.80,1000000,2.541666667,0.10,0.10530851
219,14837036591,0.83,1000000,2.541666667,0.09,0.088942481
220,10751369620,0.86,1000000,2.541666667,0.09,0.118122416
221,12765866865,0.82,1000000,2.541666667,0.08,0.105049284
222,12048734887,0.81,1000000,2.541666667,0.09,0.112209039
223,13000717898,0.78,1000000,2.541666667,0.10,0.106774329
224,12188046790,0.82,1000000,2.541666667,0.12,0.107237249
225,11287849901,0.82,1000000,2.541666667,0.13,0.115046077
226,10620351246,0.91,1000000,2.541666667,0.11,0.112324335
227,14376306698,0.82,1000000,2.541666667,0.10,0.092298143
228,13389005690,0.91,1000000,2.541666667,0.08,0.090297025
229,10946669912,0.89,1000000,2.541666667,0.15,0.108352488
230,12324823616,0.87,1000000,2.541666667,0.06,0.103832166
231,14184307846,0.88,1000000,2.541666667,0.06,0.088694264
232,10960232467,0.82,1000000,2.541666667,0.09,0.121937137
233,12430470173,0.83,1000000,2.541666667,0.10,0.105741846
234,12443328426,0.82,1000000,2.541666667,0.09,0.106955662
235,12555185029,0.86,1000000,2.541666667,0.10,0.101053356
236,10262065177,0.71,1000000,2.541666667,0.10,0.149872813
237,12207811883,0.79,1000000,2.541666667,0.08,0.112839229
238,13261342743,0.83,1000000,2.541666667,0.13,0.096222551
239,12493457422,0.84,1000000,2.541666667,0.08,0.103827044
240,12093293333,0.74,1000000,2.541666667,0.09,0.120940995
241,10342095892,0.82,1000000,2.541666667,0.09,0.128248
242,12198538355,0.93,1000000,2.541666667,0.02,0.100362825
243,12448109481,0.92,1000000,2.541666667,0.09,0.095100715
244,14148701212,0.75,1000000,2.541666667,0.10,0.102839312
245,10641318208,0.82,1000000,2.541666667,0.02,0.130178234
246,12271932721,0.83,1000000,2.541666667,0.08,0.107860377
247,10117440930,0.75,1000000,2.541666667,0.09,0.143189301
248,13161553199,0.83,1000000,2.541666667,0.09,0.100339513
249,9750468721,0.81,1000000,2.541666667,0.15,0.13258777
250,13709027188,0.86,1000000,2.541666667,0.08,0.092678788
251,12361602624,0.80,1000000,2.541666667,0.05,0.11270849
252,10746333838,0.84,1000000,2.541666667,0.07,0.121772023
253,12941456928,0.78,1000000,2.541666667,0.03,0.111343931
254,12107161765,0.93,1000000,2.541666667,0.08,0.097656468
255,12176608250,0.81,1000000,2.541666667,0.11,0.109035059
256,11177978328,0.83,1000000,2.541666667,0.03,0.121980062
257,11233082426,0.78,1000000,2.541666667,0.10,0.123808503
258,13084334763,0.78,1000000,2.541666667,0.14,0.103698393
259,10879682195,0.80,1000000,2.541666667,0.02,0.129583286
260,10599561128,0.84,1000000,2.541666667,0.09,0.121444793
261,13607695138,0.82,1000000,2.541666667,0.08,0.097992363
262,12017888989,0.82,1000000,2.541666667,0.10,0.110167311
263,12276901898,0.82,1000000,2.541666667,0.02,0.112336518
264,14367987367,0.84,1000000,2.541666667,0.04,0.092162803
265,11232798905,0.84,1000000,2.541666667,0.10,0.113961815
266,14236902032,0.89,1000000,2.541666667,0.09,0.086162408
267,14098873677,0.79,1000000,2.541666667,0.06,0.099744537
268,13443098863,0.84,1000000,2.541666667,0.11,0.096167681
269,12622605788,0.73,1000000,2.541666667,0.02,0.122490957
270,12829908899,0.74,1000000,2.541666667,0.09,0.115409355
271,12359093181,0.85,1000000,2.541666667,0.06,0.105590631
272,9740222420,0.81,1000000,2.541666667,0.07,0.140390475
273,11061188441,0.82,1000000,2.541666667,0.04,0.123276675
274,12404727854,0.86,1000000,2.541666667,0.08,0.103407062
275,12921992422,0.85,1000000,2.541666667,0.12,0.097667358
276,9235021000,0.85,1000000,2.541666667,0.10,0.137781644
277,12241817747,0.75,1000000,2.541666667,0.09,0.119371929
278,11277236607,0.76,1000000,2.541666667,0.05,0.129874529
279,12140522002,0.81,1000000,2.541666667,0.06,0.113755911
280,10667105930,0.84,1000000,2.541666667,0.05,0.123593101
281,11988167116,0.79,1000000,2.541666667,0.13,0.112411749
282,13559280769,0.84,1000000,2.541666667,0.08,0.096067692
283,10632358727,0.91,1000000,2.541666667,0.04,0.115931204
284,10921034810,0.78,1000000,2.541666667,0.08,0.129515938
285,12157157501,0.79,1000000,2.541666667,0.05,0.115264383
286,13219143347,0.86,1000000,2.541666667,0.09,0.096194131
287,12763563024,0.84,1000000,2.541666667,0.08,0.102605462
288,11284070406,0.85,1000000,2.541666667,0.03,0.117293821
289,12725804726,0.79,1000000,2.541666667,0.04,0.111239785
290,13578458155,0.82,1000000,2.541666667,0.05,0.099779693
291,10049237325,0.77,1000000,2.541666667,0.09,0.140513749
292,12335451019,0.75,1000000,2.541666667,0.08,0.118234689
293,9431797313,0.83,1000000,2.541666667,0.09,0.138572393
294,13960963470,0.85,1000000,2.541666667,0.10,0.091705388
295,10700835452,0.81,1000000,2.541666667,0.07,0.127303002
296,10434879006,0.84,1000000,2.541666667,0.08,0.124786811
297,10807106318,0.89,1000000,2.541666667,0.09,0.112909935
298,11129027951,0.78,1000000,2.541666667,0.08,0.12695986
299,9221582012,0.79,1000000,2.541666667,0.05,0.153986739
300,12731699056,0.78,1000000,2.541666667,0.09,0.110194089
