#,Product_titer_(UFC/ml),Recovery_Yield_(%),Optimal_concentration_of_agent_(UFC/ml),Final_batch_duration_(days),Material_Discount,TOTAL_Production_cost_per_dosis
251,1082491286,0.914133281,100000000,3.583333333,0.10333513,77.56473984
252,1058951535,0.810737094,100000000,3.583333333,0.109485233,89.37630609
253,1032795649,0.847921375,100000000,3.583333333,0.048816113,87.85941635
254,869474723,0.829911893,100000000,3.583333333,0.041184653,106.6639155
255,1034132639,0.866835611,100000000,3.583333333,0.022957191,85.9304697
256,774263509.8,0.710972773,100000000,3.583333333,0.103740675,139.4275558
257,823412512.5,0.76005071,100000000,3.583333333,0.080558276,122.7669339
258,1084472504,0.854629406,100000000,3.583333333,0.08249875,82.8909898
259,767023066.3,0.880275019,100000000,3.583333333,0.024206765,114.0799008
260,1201006311,0.819817357,100000000,3.583333333,0.011177901,78.27556319
261,1045043827,0.71622001,100000000,3.583333333,0.032442824,102.8715274
262,640011709.5,0.803697784,100000000,3.583333333,0.091355362,149.2968783
263,948385800.5,0.844156469,100000000,3.583333333,0.051239845,96.09553982
264,1089388148,0.82101256,100000000,3.583333333,0.06774932,85.9524024
265,765962706.1,0.908106539,100000000,3.583333333,0.081583257,110.4528891
266,1207433902,0.794342562,100000000,3.583333333,0.098633379,80.0421214
267,1256505728,0.838135401,100000000,3.583333333,0.094808283,72.90974394
268,893292902.9,0.826207376,100000000,3.583333333,0.115701638,103.9380376
269,1359366573,0.92066336,100000000,3.583333333,0.072611505,61.41274499
270,970837572.7,0.739110145,100000000,3.583333333,0.081869059,107.0681281
271,1007419174,0.818117283,100000000,3.583333333,0.128053542,93.0231475
272,980779544.3,0.760958069,100000000,3.583333333,0.086346696,102.9192783
273,1119241825,0.856636573,100000000,3.583333333,0.084219217,80.12161551
274,902768727.7,0.87418234,100000000,3.583333333,0.020594866,97.6174503
275,988077440.1,0.80877173,100000000,3.583333333,0.077744476,96.15662511
276,1153131427,0.844467238,100000000,3.583333333,0.059832429,78.97373877
277,1071971410,0.737907447,100000000,3.583333333,0.059636738,97.221657
278,926775045.9,0.822129101,100000000,3.583333333,0.025759618,101.0861044
279,936395040.4,0.876158817,100000000,3.583333333,0.086934132,93.62147745
