#,Product_titer_(UFC/ml),Recovery_Yield_(%),Optimal_concentration_of_agent_(UFC/ml),Final_batch_duration_(days),Material_Discount,TOTAL_Production_cost_per_dosis
30,925557004,0.849697779,1000000,3.25,0.044241751,1.184935364
31,921672436.8,0.851196449,1000000,3.25,0.091331275,1.171271935
32,921261847,0.866811103,1000000,3.25,0.034399733,1.170357587
33,930375548.5,0.736718122,1000000,3.25,0.067966178,1.350022551
34,930673372.1,0.828471857,1000000,3.25,0.0527731,1.205559847
35,936117408.1,0.82509988,1000000,3.25,0.094707908,1.188465851
36,925905776.5,0.827377696,1000000,3.25,0.076378106,1.204867508
37,917673970.2,0.795403757,1000000,3.25,0.059911713,1.270768581
38,917869574.8,0.889068347,1000000,3.25,0.017262743,1.151070228
39,930968478.4,0.843746658,1000000,3.25,0.086674373,1.17145067
40,916824878.2,0.837046956,1000000,3.25,0.085082207,1.199615696
41,927144637,0.857774423,1000000,3.25,0.103295219,1.151278696
42,925509722.2,0.844608735,1000000,3.25,0.083889325,1.178140396
43,922223495,0.78363724,1000000,3.25,0.045537807,1.28897462
44,921065073.3,0.73237853,1000000,3.25,0.079342675,1.367095678
45,920289877.5,0.865555305,1000000,3.25,0.107075225,1.148118073
46,930499060.4,0.886743758,1000000,3.25,0.072962129,1.119796471
47,917791915.6,0.83176719,1000000,3.25,0.082266769,1.206976102
48,931669003,0.879199828,1000000,3.25,0.046238268,1.136988973
49,922388728.7,0.845841373,1000000,3.25,0.054473878,1.190807573
50,926710103.5,0.896814272,1000000,3.25,0.036617454,1.12381613
51,924964708,0.82198918,1000000,3.25,0.10573597,1.203345147
52,934821317.4,0.83806358,1000000,3.25,0.007674949,1.202358111
53,920339245.7,0.724042682,1000000,3.25,0.093326008,1.378135146
54,922977259.2,0.929801336,1000000,3.25,0.08727972,1.072040116
55,923649958.8,0.82307514,1000000,3.25,0.068766447,1.216886609
56,922987658,0.880249406,1000000,3.25,0.082975479,1.133837624
57,924659968.9,0.780326744,1000000,3.25,0.050685087,1.289063715
58,922846281.2,0.845772886,1000000,3.25,0.100824808,1.173927149
59,926793606.2,0.849606863,1000000,3.25,0.077124417,1.171957733
60,926256337.7,0.812755035,1000000,3.25,0.046863289,1.236898897
61,922151333.4,0.811978643,1000000,3.25,0.077555737,1.232282184
62,926616826.6,0.88076253,1000000,3.25,0.04335256,1.14213551
63,924201462.6,0.859498485,1000000,3.25,0.0700481,1.164177472
64,930029857.4,0.889556968,1000000,3.25,0.088499843,1.111635962
65,927002341.9,0.822294448,1000000,3.25,0.124199793,1.193570571
66,928891934.9,0.782121169,1000000,3.25,0.054738894,1.278707114
67,927717677.9,0.753537371,1000000,3.25,0.076471273,1.320313827
68,921308221.9,0.738619023,1000000,3.25,0.061066,1.362598571
69,919531129.7,0.789776509,1000000,3.25,0.124195267,1.252812965
70,920618820.1,0.850107407,1000000,3.25,0.036797272,1.193342062
71,931751210.4,0.901702613,1000000,3.25,0.06530431,1.102254709
72,921284902.4,0.818398704,1000000,3.25,0.043368906,1.236276628
73,930248596.3,0.873737783,1000000,3.25,0.097047013,1.128594531
74,922174788,0.820041558,1000000,3.25,0.10255928,1.211011471
75,927211108.7,0.742363443,1000000,3.25,0.081193945,1.339025942
76,927574123.2,0.773754712,1000000,3.25,0.099065229,1.277327937
77,915018411.1,0.804844065,1000000,3.25,0.079158922,1.252296388
78,928546075.6,0.829380453,1000000,3.25,0.091827128,1.193004865
79,924825109.1,0.849531102,1000000,3.25,0.108607271,1.163499839
80,932157658.4,0.810188377,1000000,3.25,0.048969793,1.23219232
81,920422057.8,0.819187368,1000000,3.25,0.095367353,1.217214706
82,929047360.5,0.797909251,1000000,3.25,0.090566849,1.239859482
83,925447660.3,0.821941004,1000000,3.25,0.11962813,1.197748191
84,931390439.6,0.855462258,1000000,3.25,0.070515946,1.1604801
85,925347276.5,0.807555656,1000000,3.25,0.068497813,1.238096781
86,915749847.5,0.75528333,1000000,3.25,0.14015945,1.30906829
87,919075540.4,0.750823523,1000000,3.25,0.034501501,1.35432844
88,924544224.4,0.899522779,1000000,3.25,0.02933915,1.125471936
89,928667628.3,0.855101888,1000000,3.25,0.07593556,1.162489868
90,926073436.1,0.857238156,1000000,3.25,0.057456906,1.169264152
91,927139401.3,0.750392486,1000000,3.25,0.113349447,1.312047586
92,926612724.8,0.846655937,1000000,3.25,0.08432132,1.173740705
93,925245042.7,0.84847974,1000000,3.25,0.091204002,1.170529855
94,925855175.9,0.831696696,1000000,3.25,0.073038529,1.199872858
95,918529483.7,0.931480064,1000000,3.25,0.07974677,1.077719272
96,916855971.9,0.86848565,1000000,3.25,0.109488483,1.147693495
97,925809825.6,0.74140887,1000000,3.25,0.100175473,1.335148662
98,930611935.6,0.814496293,1000000,3.25,0.091165967,1.212349865
99,921337892.4,0.893476392,1000000,3.25,0.009539247,1.143668496
100,929345396.5,0.839104502,1000000,3.25,0.101376721,1.174786314
