#,Product_titer_(UFC/ml),Recovery_Yield_(%),Optimal_concentration_of_agent_(UFC/ml),Final_batch_duration_(days),Material_Discount,TOTAL_Production_cost_per_dosis
174,4082324368,0.782672531,40000000,5.25,0.090171738,28.1550292
175,5345800748,0.792481878,40000000,5.25,0.088203188,21.25836691
176,4745438608,0.805603972,40000000,5.25,0.020131453,24.4733956
177,3469097641,0.870166243,40000000,5.25,0.074589539,30.06602522
178,3537196768,0.749313114,40000000,5.25,0.11655406,33.42886824
179,5156645085,0.759133173,40000000,5.25,0.053384877,23.46367842
180,3640914084,0.811876107,40000000,5.25,0.055379028,31.03816164
181,4880455819,0.743217241,40000000,5.25,0.083224189,24.89939247
182,4284957183,0.845814124,40000000,5.25,0.092576149,24.78705057
183,4709812494,0.835921731,40000000,5.25,0.095893117,22.77464824
184,4370872313,0.833951648,40000000,5.25,0.074394039,24.90198023
185,4086468920,0.855832053,40000000,5.25,0.109462878,25.4384805
186,3921507379,0.786863707,40000000,5.25,0.069829173,29.49252682
187,4233857457,0.900089109,40000000,5.25,0.052577666,24.11325233
188,4310083310,0.81681519,40000000,5.25,0.032294162,26.39792468
189,4394239672,0.753139083,40000000,5.25,0.0576744,27.68714512
190,4703070563,0.754942223,40000000,5.25,0.09474503,25.27036744
191,3978131456,0.756524578,40000000,5.25,0.05769757,30.44593271
192,4104909511,0.784296622,40000000,5.25,0.083424301,28.04991147
193,4363579550,0.828359024,40000000,5.25,0.088009876,24.91830135
194,4559847474,0.776316287,40000000,5.25,0.097216518,25.31058348
195,3996006835,0.831509084,40000000,5.25,0.096621081,26.97406133
196,4544086971,0.810051069,40000000,5.25,0.086575338,24.48930426
197,4292348897,0.873243169,40000000,5.25,0.08604705,24.05670423
198,3907661853,0.802554735,40000000,5.25,0.052432433,29.30361416
199,5011118209,0.812704379,40000000,5.25,0.043980893,22.67224591
200,4569272785,0.760929014,40000000,5.25,0.092941869,25.83236194
201,3795916959,0.830445051,40000000,5.25,0.057101383,29.07696907
202,4966165462,0.830060158,40000000,5.25,0.086927914,21.86338339
203,5390102958,0.800523933,40000000,5.25,0.098225458,20.75239534
204,5114485988,0.821195239,40000000,5.25,0.083924951,21.49528385
205,4320780314,0.802394983,40000000,5.25,0.093749697,25.89429238
206,3195334423,0.824857383,40000000,5.25,0.062678302,34.66734869
207,4329308548,0.839830414,40000000,5.25,0.0207848,25.72326383
208,3920745315,0.790549478,40000000,5.25,0.115070808,28.61015665
209,4738160354,0.839401035,40000000,5.25,0.059656518,23.01306627
210,3789168026,0.840600251,40000000,5.25,0.114430836,27.85131358
211,4585749867,0.716370816,40000000,5.25,0.038658928,28.19024452
212,4504032503,0.839126139,40000000,5.25,0.064449586,24.15204503
213,3909458256,0.862831314,40000000,5.25,0.096981577,26.56484269
214,4643607256,0.885099798,40000000,5.25,0.114433823,21.58393316
215,3645215603,0.791989167,40000000,5.25,0.095671912,31.06229502
216,4621888365,0.846827434,40000000,5.25,0.084183512,23.06286543
217,4252199623,0.882156948,40000000,5.25,0.101977406,23.82008807
218,3526898680,0.946632271,40000000,5.25,0.072988142,27.20911056
219,4834496585,0.871927156,40000000,5.25,0.075146169,21.52416559
220,3601235899,0.884955128,40000000,5.25,0.0177864,29.3953585
221,4056085153,0.781820433,40000000,5.25,0.087693217,28.40824245
222,4125280565,0.849734808,40000000,5.25,0.082059068,25.78196515
223,4229972691,0.725957232,40000000,5.25,0.089651062,29.30381904
224,4242369059,0.834357482,40000000,5.25,0.095700071,25.33426903
225,4254976654,0.869160701,40000000,5.25,0.09036711,24.32191779
226,3470933470,0.826104734,40000000,5.25,0.072861223,31.68388548
227,3854261333,0.848225144,40000000,5.25,0.113354101,27.15174449
228,3586960015,0.84976696,40000000,5.25,0.084467555,29.60949357
229,4063781388,0.937896522,40000000,5.25,0.080988117,23.7264199
230,3455495563,0.822494259,40000000,5.25,0.092232793,31.61465198
231,4446296064,0.843069766,40000000,5.25,0.094431324,23.93993407
232,4104388628,0.880492426,40000000,5.25,0.115730188,24.52888097
233,3840285644,0.780936612,40000000,5.25,0.127529537,29.35551196
234,4342244970,0.836907253,40000000,5.25,0.127781133,24.22219479
235,5230726117,0.823404036,40000000,5.25,0.08878859,20.9031552
236,4075450375,0.821490091,40000000,5.25,0.120114405,26.4099733
237,4074425100,0.793773621,40000000,5.25,0.016605242,28.98478374
238,4072494168,0.780341802,40000000,5.25,0.004735924,29.68972881
239,4149545179,0.889762036,40000000,5.25,0.10259405,24.19214333
240,5229309613,0.859906685,40000000,5.25,0.040435307,20.57419355
241,5186793988,0.831368051,40000000,5.25,0.047088881,21.37553993
242,3283850071,0.882507944,40000000,5.25,0.060742156,31.56362147
243,4707641893,0.793556236,40000000,5.25,0.030707655,24.89884498
244,3866914259,0.820503911,40000000,5.25,0.079140995,28.53173584
245,3597251800,0.784208981,40000000,5.25,0.0447124,32.7176557
246,4176207301,0.879292516,40000000,5.25,0.065118048,24.84870022
247,4341460245,0.8332086,40000000,5.25,0.013652348,25.95651625
248,3831397346,0.849884729,40000000,5.25,0.075603746,27.85658824
249,4329583702,0.827612423,40000000,5.25,0.013793656,26.20168512
250,4230884375,0.839380642,40000000,5.25,0.065952931,25.68174991
251,3992207790,0.890706913,40000000,5.25,0.089686623,25.30556492
252,5229860910,0.757468126,40000000,5.25,0.067291915,23.00552913
253,4767917704,0.927222912,40000000,5.25,0.097329472,20.26516339
254,4235740233,0.856347506,40000000,5.25,0.084375019,24.88289449
255,4652988143,0.808535477,40000000,5.25,0.10062173,23.76897995
256,5235391381,0.786544915,40000000,5.25,0.084441688,21.91750302
257,5324796397,0.904193646,40000000,5.25,0.096307827,18.61886276
